itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,Optimal,10,3,2,5.0,298531.9983959198,126.0,0.0,126.0,9,0.0
1,CSA,10,3,2,5.0,4.101991653442383,126,17.79,108.21000000000001,9,1.9766666666666666
1,RL,10,3,2,5.0,74.26477401168086,129.0,12.346630223974586,116.65336608886719,9,1.3718478026638428
2,Optimal,10,3,2,5.0,42873.00157546997,152.0,5.232000001378616,146.76799999862138,9,0.5813333334865128
2,CSA,10,3,2,5.0,2.1674633026123047,149,30.14,118.86,9,3.348888888888889
2,RL,10,3,2,5.0,39.4090150075499,165.0,15.898410631746055,149.10159301757812,10,1.5898410631746054
3,Optimal,10,3,2,5.0,23287.20784187317,130.0,12.273000011288236,117.72699998871177,10,1.2273000011288235
3,CSA,10,3,2,5.0,2.2513866424560547,130,39.510000000000005,90.49,10,3.9510000000000005
3,RL,10,3,2,5.0,33.78127800533548,97.0,15.711437840536238,81.28855895996094,8,1.9639297300670298
4,Optimal,10,3,2,5.0,8535.728931427002,123.0,7.968,115.032,8,0.996
4,CSA,10,3,2,5.0,1.9307136535644531,116,34.76,81.24000000000001,8,4.345
4,RL,10,3,2,5.0,34.725495002930984,101.0,27.99432969531417,73.00566864013672,6,4.665721615885695
5,Optimal,10,3,2,5.0,7861.027479171753,112.0,7.903400000000005,104.0966,8,0.9879250000000006
5,CSA,10,3,2,5.0,1.9962787628173828,112,37.68,74.32,8,4.71
5,RL,10,3,2,5.0,37.53356501692906,87.0,26.096669900670648,60.9033317565918,7,3.728095700095807
6,Optimal,10,3,2,5.0,14807.984113693237,129.0,16.118000007569975,112.88199999243002,10,1.6118000007569975
6,CSA,10,3,2,5.0,5.144834518432617,102,35.91,66.09,8,4.48875
6,RL,10,3,2,5.0,37.34720899956301,89.0,31.332015962764622,57.66798400878906,7,4.476002280394946
7,Optimal,10,3,2,5.0,4260.501861572266,127.0,7.046999999999999,119.953,8,0.8808749999999999
7,CSA,10,3,2,5.0,5.034208297729492,157,50.5,106.5,10,5.05
7,RL,10,3,2,5.0,37.40815201308578,108.0,30.387020627737044,77.61297607421875,7,4.341002946819578
8,Optimal,10,3,2,5.0,10161.033630371094,110.0,5.961,104.039,10,0.5961000000000001
8,CSA,10,3,2,5.0,3.989696502685547,96,52.449999999999996,43.550000000000004,9,5.8277777777777775
8,RL,10,3,2,5.0,40.24085498531349,110.0,13.175159705512227,96.82484436035156,10,1.3175159705512227
9,Optimal,10,3,2,5.0,17376.27863883972,123.0,9.237000003007138,113.76299999699286,9,1.0263333336674598
9,CSA,10,3,2,5.0,1.949310302734375,123,31.689999999999998,91.31,9,3.521111111111111
9,RL,10,3,2,5.0,41.797073994530365,110.0,30.590187256112696,79.40980529785156,9,3.398909695123633
10,Optimal,10,3,2,5.0,1792.3400402069092,113.0,7.910999999999954,105.08900000000004,7,1.1301428571428507
10,CSA,10,3,2,5.0,1.8739700317382812,137,43.05,93.95,10,4.305
10,RL,10,3,2,5.0,37.21751301782206,102.0,26.028964560955764,75.97103881835938,7,3.7184235087079665
